feat_idx,feat_name,gain_importance
1712,MIR4435-2HG,0.0
1708,LINC00944,0.0
1706,SERPINB13,0.0
1705,PRDM1,0.0
1704,C7orf61,0.0
1702,PIK3R3,0.0
1700,LRRC26,0.0
1678,PLCG2,0.0
1698,SPON1,0.0
1695,P2RY8,0.0
1694,TLR2,0.0
13,IGHG4,0.0
1686,BATF,0.0
1685,CYTOR,0.0
1684,TIFA,0.0
1682,HSPA1L,0.0
1720,AC002456.1,0.0
1721,SMC4,0.0
1722,RHEX,0.0
1724,AC089983.1,0.0
1744,CD226,0.0
1743,MISP,0.0
1740,MUC15,0.0
1738,PACSIN1,0.0
1737,SMIM24,0.0
1736,ADGRB1,0.0
1735,C12orf42,0.0
1734,AC017002.3,0.0
1733,NCAM1,0.0
1732,AC105227.1,0.0
1731,CEACAM3,0.0
1730,ATP1B2,0.0
1729,SEC11C,0.0
1728,RNF39,0.0
1727,TTC25,0.0
1726,NCR1,0.0
1725,IL18RAP,0.0
1679,ABCB1,0.0
1677,AC136475.3,0.0
1622,TNFRSF13B,0.0
1635,MTRNR2L13,0.0
1646,PGC,0.0
1645,AEBP1,0.0
1643,PRSS3,0.0
1642,CDKN1C,0.0
1640,STMND1,0.0
1639,MARCH10,0.0
1637,KIF5C,0.0
1636,SLC35F3,0.0
1634,TBX21,0.0
1676,SPTBN1,0.0
1632,IGFL2,0.0
1631,AC135782.1,0.0
1630,IFT172,0.0
1629,RPL13A,0.0
1628,EMB,0.0
1627,CD19,0.0
1626,ICOS,0.0
1624,RCAN1,0.0
1255,NCR3,0.0
1648,IGKV1-13,0.0
1649,CCR2,0.0
1652,CTSD,0.0
1674,HLA-DPA1,0.0
1673,DEPP1,0.0
1671,DUSP14,0.0
1670,MYBL2,0.0
1669,KCNN1,0.0
1666,PDLIM3,0.0
1665,FAM227A,0.0
1663,RASGRP1,0.0
1662,CYP2A6,0.0
1661,DMGDH,0.0
1660,TNFSF8,0.0
1659,GSN,0.0
1658,PTPN7,0.0
1657,CSTB,0.0
1656,TXK,0.0
1655,MT-ATP6,0.0
1653,SLC27A2,0.0
1647,DNAJB4,0.0
1044,AL031429.1,0.0
1254,MIAT,0.0
486,HMOX1,0.0
496,PERP,0.0
494,ADH1C,0.0
493,ROPN1L,0.0
492,IFI27,0.0
491,INHBA,0.0
490,CFAP126,0.0
489,CXCR6,0.0
488,IGKV1D-8,0.0
487,TRAV4,0.0
484,TRAV34,0.0
545,TRBC2,0.0
483,CLDN1,0.0
482,ASCL3,0.0
481,SCT,0.0
480,MUC2,0.0
479,HIST1H3B,0.0
477,TNFRSF12A,0.0
476,CLU,0.0
474,TRAC,0.0
70,TRBV7-2,0.0
498,FCGBP,0.0
502,IGHV3-49,0.0
503,TRAV40,0.0
505,AC023157.3,0.0
542,SCGB3A2,0.0
540,KRT24,0.0
537,KIR2DL1,0.0
536,TRBV10-1,0.0
532,RBKS,0.0
531,TRAV35,0.0
530,TYMS,0.0
529,KRT6B,0.0
528,FABP3,0.0
526,KRT14,0.0
525,SCEL,0.0
524,VCAN,0.0
523,TIMP3,0.0
518,IGKV1D-12,0.0
515,FGFBP2,0.0
514,CRNN,0.0
513,IGHV3-13,0.0
508,IGHV3-33,0.0
506,IGHV2-5,0.0
471,IFIT2,0.0
470,IFNA10,0.0
468,SLC18A2,0.0
431,RGS1,0.0
74,HSPA1B,0.0
427,TRAV8-6,0.0
426,IGLV7-46,0.0
424,IGHV1-18,0.0
420,SLC34A2,0.0
419,HIST1H2AG,0.0
418,DNAAF1,0.0
417,FOXP3,0.0
416,TRAV26-1,0.0
415,SERPINH1,0.0
410,LRRIQ1,0.0
405,CD177,0.0
404,TNFAIP6,0.0
403,ISG15,0.0
401,MORN5,0.0
399,ADIRF,0.0
397,IFNW1,0.0
396,TRAV26-2,0.0
395,ANKRD1,0.0
430,IGKV2D-28,0.0
432,SPRR2D,0.0
71,HSPA1A,0.0
435,TMIGD3,0.0
464,HIST1H3F,0.0
463,HSPH1,0.0
461,DNAH12,0.0
72,IFNB1,0.0
73,G0S2,0.0
455,CSF2,0.0
454,CTSE,0.0
453,TRBV23-1,0.0
452,C15orf48,0.0
450,C1QA,0.0
449,TRBC1,0.0
447,TRAV30,0.0
446,CD79A,0.0
445,PROK2,0.0
444,TKTL1,0.0
442,MMP1,0.0
440,MT2A,0.0
439,FAM92B,0.0
437,CYR61,0.0
544,KLF5,0.0
546,CFAP53,0.0
393,APOC2,0.0
643,PMCH,0.0
663,LAMB3,0.0
662,IGKV2-29,0.0
659,SPOCK2,0.0
656,HIST1H3C,0.0
654,FAM229B,0.0
650,IGHV3-64,0.0
647,TRGV10,0.0
646,CYP1A1,0.0
644,MARCKSL1,0.0
642,SPNS2,0.0
549,IGHV3-48,0.0
641,ATP6V1G3,0.0
640,CORO1A,0.0
638,MUC20,0.0
637,BIRC3,0.0
635,CDHR3,0.0
634,TRAV36DV7,0.0
633,MAL2,0.0
630,GPR171,0.0
628,SNCG,0.0
666,MCEMP1,0.0
667,RNASE7,0.0
668,FAM216B,0.0
669,EFCAB1,0.0
698,FFAR2,0.0
696,IFI30,0.0
694,NOV,0.0
693,LGALS2,0.0
692,CPA4,0.0
691,LRRC70,0.0
690,POU2AF1,0.0
689,OLIG1,0.0
687,IGFBP5,0.0
686,KIR3DL1,0.0
684,IL21,0.0
683,TNFSF14,0.0
679,ADGRF1,0.0
677,MKI67,0.0
676,KRT81,0.0
675,ATF3,0.0
674,CXCR1,0.0
672,ITM2C,0.0
670,CCDC170,0.0
627,HSPB8,0.0
626,GIMAP7,0.0
624,C1orf189,0.0
590,ACOD1,0.0
581,CLC,0.0
578,HLA-DRB1,0.0
577,ID1,0.0
570,IGKV1-8,0.0
568,SLC6A14,0.0
567,LINC01480,0.0
566,TRGV9,0.0
565,FLG,0.0
564,IGLV3-21,0.0
563,AKR1C1,0.0
560,DNALI1,0.0
559,CLIC3,0.0
557,CCDC17,0.0
556,WDR38,0.0
555,ZFAND2A,0.0
554,DNAJA4,0.0
553,SERPINB4,0.0
552,SOD2,0.0
550,TFPI2,0.0
589,AC013264.1,0.0
591,TMC5,0.0
621,IGKV6-21,0.0
593,TNFRSF18,0.0
620,EBI3,0.0
619,PLD4,0.0
618,EGR4,0.0
617,TOP2A,0.0
614,LRRC46,0.0
612,DRC3,0.0
611,IL2RA,0.0
610,CLCA4,0.0
609,AC107959.4,0.0
608,HIST1H1B,0.0
607,PPP1R14A,0.0
606,CD74,0.0
604,IGHV5-10-1,0.0
602,EGR1,0.0
600,IGHV4-28,0.0
598,IFNA21,0.0
597,GABRP,0.0
596,RBP4,0.0
594,TUBA1A,0.0
394,HSPB1,0.0
390,ZMYND10,0.0
705,EPS8L2,0.0
182,IGLV1-44,0.0
196,TRDV2,0.0
195,IGHV4-39,0.0
194,ELF3,0.0
192,TRAV38-2DV8,0.0
191,CHI3L1,0.0
190,TRAV12-3,0.0
188,PTGDS,0.0
187,IGHV3-7,0.0
185,TRBV19,0.0
180,TRBV27,0.0
233,IFNL1,0.0
179,AREG,0.0
177,TRAV20,0.0
176,CLDN3,0.0
83,MT1M,0.0
172,TRAV27,0.0
171,CCR7,0.0
170,CEACAM5,0.0
168,APOE,0.0
167,IGLL5,0.0
197,S100A14,0.0
198,IGHG2,0.0
199,HBA2,0.0
201,IGHV4-59,0.0
229,EDN2,0.0
228,TRBV7-3,0.0
227,TRBV11-3,0.0
226,TRBV2,0.0
225,GDF15,0.0
223,MS4A2,0.0
222,MUC16,0.0
221,TRAV17,0.0
220,HRASLS2,0.0
217,IGLV2-11,0.0
216,AQP3,0.0
214,IGLV1-47,0.0
211,MT1E,0.0
210,S100A9,0.0
209,TNFRSF4,0.0
207,TRAV10,0.0
206,S100B,0.0
205,ECM1,0.0
204,HCAR3,0.0
165,IGHV6-1,0.0
86,TRBV7-9,0.0
162,TRBV24-1,0.0
123,TRBV28,0.0
121,IGKV1D-39,0.0
117,CCL20,0.0
116,TRBV5-5,0.0
115,IGHG3,0.0
113,SPRR3,0.0
112,IGKV1-39,0.0
111,TRBV5-1,0.0
110,TRBV9,0.0
109,TRBV4-2,0.0
107,GZMA,0.0
106,CPA3,0.0
105,SFTPA2,0.0
104,IGLV3-25,0.0
103,CXCL9,0.0
102,SFN,0.0
89,IGHV3-23,0.0
100,IGHV4-4,0.0
95,TRDV1,0.0
92,TM4SF1,0.0
122,PRSS23,0.0
124,FABP4,0.0
160,TRBV5-6,0.0
125,TRBV3-1,0.0
159,F3,0.0
156,TRBV12-3,0.0
154,FGFBP1,0.0
153,TRBV6-6,0.0
152,SPRR1B,0.0
151,TRBV6-2,0.0
149,IFNA2,0.0
146,TRBV29-1,0.0
145,IFNA1,0.0
144,KRT5,0.0
141,CEACAM6,0.0
138,GPRC5A,0.0
87,TRBV11-2,0.0
133,BGLAP,0.0
131,TRBV30,0.0
88,TRBV20-1,0.0
129,KRT18,0.0
127,SFTPA1,0.0
126,TRBV5-4,0.0
230,LYZ,0.0
234,LY6D,0.0
388,HLA-DRA,0.0
330,RARRES1,0.0
348,PSCA,0.0
346,RRAD,0.0
342,ALDH1A3,0.0
341,SOX4,0.0
340,KRT15,0.0
339,IGHV1-2,0.0
337,KRT16,0.0
336,CTSL,0.0
335,TRAV12-1,0.0
329,CD2,0.0
235,CD8A,0.0
328,CCL19,0.0
327,CD8B,0.0
326,LGALS7B,0.0
324,IGHV4-31,0.0
322,DYNLRB2,0.0
321,IGLV3-1,0.0
320,CYP4B1,0.0
318,MMP9,0.0
317,IGHV3-43,0.0
350,IGFBP7,0.0
352,LGALS7,0.0
353,TIMP1,0.0
354,GATA2,0.0
383,TRAV24,0.0
380,IGLV5-45,0.0
379,AC007906.2,0.0
377,IGHV7-4-1,0.0
376,MUC1,0.0
375,C19orf33,0.0
374,IGLV4-69,0.0
373,IGHV1-46,0.0
371,MORN2,0.0
370,CST7,0.0
368,TRAV25,0.0
367,CCDC78,0.0
365,DUSP2,0.0
362,CD3E,0.0
359,IGLV2-5,0.0
358,TRAV9-2,0.0
357,TRAV41,0.0
356,CFAP157,0.0
355,RHCG,0.0
316,TRAV13-2,0.0
315,MUC4,0.0
314,TFF1,0.0
264,CD7,0.0
261,NTS,0.0
259,AL603756.1,0.0
258,HIST1H4C,0.0
257,IGLV6-57,0.0
80,SAA1,0.0
255,TRDC,0.0
254,MMP7,0.0
253,KRT23,0.0
252,C11orf88,0.0
251,KLRB1,0.0
250,CYP2F1,0.0
249,PRF1,0.0
248,APOBEC3A,0.0
246,TRBV15,0.0
245,TRAV19,0.0
244,C1QC,0.0
243,LMO7,0.0
242,TRAV8-4,0.0
241,SNTN,0.0
263,IGFBP3,0.0
268,FAM25A,0.0
311,FSCN1,0.0
271,IGLV1-40,0.0
309,IL7R,0.0
308,KLRD1,0.0
303,HBA1,0.0
302,CTGF,0.0
301,DERL3,0.0
300,ASS1,0.0
296,IGKV1-12,0.0
295,IGLV2-8,0.0
294,BAG3,0.0
292,FOXJ1,0.0
289,PRSS27,0.0
286,IFNA14,0.0
282,GZMK,0.0
281,AC233755.2,0.0
280,LINC02446,0.0
277,IBSP,0.0
276,IGHV3-20,0.0
274,IGLV2-23,0.0
272,CD1E,0.0
702,SCD,0.0
706,KRT86,0.0
1252,FFAR3,0.0
36,CCL3L1,0.0
1075,DNAH11,0.0
1074,SAMD3,0.0
1073,FBP1,0.0
35,IGLC2,0.0
1070,CLEC5A,0.0
1069,ANGPTL4,0.0
1068,PAX3,0.0
1067,CD6,0.0
1065,PSENEN,0.0
1061,IGKV3D-11,0.0
1110,ULBP1,0.0
38,IGHV3-30,0.0
1059,WWOX-AS1,0.0
1058,DRC1,0.0
1056,TRIB3,0.0
1053,CDS1,0.0
1052,CYB5D2,0.0
1051,ARL4C,0.0
1050,VEGFA,0.0
1049,RP1,0.0
1077,ALOX5AP,0.0
1078,HIST1H2BB,0.0
1079,FAP,0.0
1081,FCRL3,0.0
1108,SERPINB9,0.0
1105,FMO2,0.0
1104,CFAP52,0.0
1103,PALM,0.0
1102,AC123912.2,0.0
1101,C1orf116,0.0
1100,ANKRD66,0.0
1099,VWA3A,0.0
1098,PLTP,0.0
1097,FXYD1,0.0
1096,DUSP1,0.0
1095,FBXW10,0.0
1094,S100A6,0.0
1092,GBP5,0.0
1089,CLEC4E,0.0
1088,BSND,0.0
1087,MALAT1,0.0
34,GZMB,0.0
1085,CLEC10A,0.0
1046,TNIP3,0.0
91,MS4A1,0.0
1043,GREM1,0.0
1010,AC093911.1,0.0
1007,CD160,0.0
1006,CCDC173,0.0
1005,HIST1H3J,0.0
1003,SERPINB5,0.0
1002,ITGB8,0.0
1001,GSTP1,0.0
998,HSPA5,0.0
997,MRPS31,0.0
994,CATSPERD,0.0
991,MAPK15,0.0
990,GCSAML,0.0
987,BCL2A1,0.0
986,ANKRD36C,0.0
984,PLEK,0.0
982,IGHV4-55,0.0
981,CSTA,0.0
980,ISG20,0.0
979,SRGAP3-AS2,0.0
978,SLC7A11,0.0
1009,AC103591.3,0.0
1011,HTRA3,0.0
1040,TUBB2B,0.0
41,TACSTD2,0.0
1038,IKZF3,0.0
1037,CCND1,0.0
1036,CCDC80,0.0
40,IGLV2-14,0.0
1034,IFT57,0.0
1033,ETS1,0.0
1032,SYNE2,0.0
1030,CST6,0.0
1027,HIST1H2AL,0.0
1025,SPA17,0.0
1024,CRISP3,0.0
1023,NAMPT,0.0
1022,AC135012.1,0.0
1020,HIST1H2AM,0.0
1019,ITGA2,0.0
1018,HLA-DRB5,0.0
1017,SCML4,0.0
1016,TMPRSS9,0.0
1015,HIST1H2BF,0.0
1109,ADH7,0.0
1111,CSF3,0.0
975,SLC4A10,0.0
1197,NID1,0.0
1211,NWD1,0.0
1210,LINC00299,0.0
1209,SLA2,0.0
1206,IGHV4OR15-8,0.0
1204,SPEF2,0.0
1203,SYT5,0.0
1202,ZBED2,0.0
1201,BEST4,0.0
1200,DNAI2,0.0
1196,FXYD7,0.0
1112,AL157371.2,0.0
1195,SMIM6,0.0
1194,EGR2,0.0
1193,CTXN1,0.0
1191,IGHV3-62,0.0
1190,COL17A1,0.0
1189,LKAAEAR1,0.0
1187,PARD6G-AS1,0.0
1186,MATK,0.0
1184,SPTBN4,0.0
1212,IER2,0.0
1215,MMP8,0.0
1216,MAP1A,0.0
1217,CD22,0.0
1251,IGKV3D-20,0.0
1250,ZAP70,0.0
1249,TNFSF9,0.0
1247,TMPRSS11D,0.0
1246,HLA-DPB1,0.0
1245,IL24,0.0
1244,RPL21,0.0
1243,TCIM,0.0
1236,RPL17,0.0
1235,CROCC2,0.0
1228,TMEM158,0.0
1227,AC099489.1,0.0
1225,SPON2,0.0
1224,TMEM45A,0.0
1223,RPS27,0.0
1221,ITK,0.0
1220,MGST1,0.0
1219,AC007952.4,0.0
1218,FCGR2B,0.0
1182,EGR3,0.0
1180,SPIB,0.0
1179,KRTAP3-1,0.0
1138,MRC1,0.0
1135,STOML3,0.0
1133,DUSP4,0.0
1132,WARS,0.0
1131,PRR4,0.0
1129,ABCA13,0.0
1128,TRAF3IP3,0.0
1127,SLC22A31,0.0
1126,AC004832.1,0.0
1125,FOXN4,0.0
1124,BANK1,0.0
1122,POSTN,0.0
1121,HS3ST1,0.0
1120,ADGRF5,0.0
1119,MT-CO3,0.0
1117,IGLV3-9,0.0
1116,RAMP1,0.0
1115,LBH,0.0
1114,DKK2,0.0
1113,MGP,0.0
1136,WDR66,0.0
1139,CD164L2,0.0
1177,CSF1,0.0
1140,TAGLN,0.0
1175,EFCAB10,0.0
1174,SPAG16,0.0
1173,PTGDR,0.0
1171,AC019349.1,0.0
1170,COL7A1,0.0
1169,MT1B,0.0
1168,IL12A,0.0
1166,VWA3B,0.0
1164,ANKRD37,0.0
1163,IGLON5,0.0
1162,CEP126,0.0
1157,TRBV7-7,0.0
1155,STXBP2,0.0
33,PI3,0.0
1152,SLC9A3R2,0.0
1151,RSPH4A,0.0
1150,TXN,0.0
1146,NLRP6,0.0
1145,DHRS9,0.0
977,ASPM,0.0
974,SCG2,0.0
708,C9orf135,0.0
789,LINC01705,0.0
804,LTA,0.0
803,CENPF,0.0
801,TAOK1,0.0
800,HSP90AA1,0.0
799,DNAH17,0.0
798,DUSP6,0.0
796,IL23A,0.0
791,SLAMF7,0.0
790,TUBA4B,0.0
788,LAIR2,0.0
837,IGLC6,0.0
786,IGKV1-16,0.0
785,PIM2,0.0
784,IL2RB,0.0
55,CLDN4,0.0
781,SNAPC1,0.0
779,FKBP4,0.0
778,FKBP11,0.0
777,IFIT1,0.0
776,CTLA4,0.0
806,SLC39A8,0.0
807,AL121936.1,0.0
808,AL365434.2,0.0
53,MZB1,0.0
50,IGKV3-20,0.0
833,KIR2DL3,0.0
832,CEACAM7,0.0
830,SAA2-SAA4,0.0
828,MS4A6E,0.0
825,EPPIN,0.0
823,CD247,0.0
822,AKAP14,0.0
820,CFAP45,0.0
819,NCF1,0.0
818,AC015660.3,0.0
817,SGK1,0.0
816,ANXA2R,0.0
815,EREG,0.0
814,TRBV12-5,0.0
813,DYDC2,0.0
812,NUCB2,0.0
811,TFRC,0.0
810,CALHM6,0.0
775,CD40LG,0.0
774,ERRFI1,0.0
773,CCND2,0.0
738,ARL14,0.0
735,FASLG,0.0
734,OSM,0.0
733,LCK,0.0
732,IGKV2D-29,0.0
731,LINC00861,0.0
730,TCTEX1D4,0.0
728,HCAR2,0.0
726,LIMD2,0.0
724,CFAP43,0.0
721,SYT8,0.0
719,TSPAN13,0.0
718,MSLN,0.0
717,KIF9,0.0
716,IL22,0.0
715,IGFBP2,0.0
714,EDN1,0.0
713,COL4A2-AS2,0.0
710,IL10,0.0
709,MALL,0.0
736,MMP13,0.0
740,OLAH,0.0
772,MIR155HG,0.0
56,CXCL13,0.0
771,HIST1H2BH,0.0
770,MARCO,0.0
769,AL353596.1,0.0
767,CHST9,0.0
766,WDR54,0.0
764,NQO1,0.0
763,KLK11,0.0
762,SPAG6,0.0
761,IGHD,0.0
760,AC010319.3,0.0
759,GMEB1,0.0
755,LAMP3,0.0
754,UBD,0.0
752,CLEC4F,0.0
750,TRGV8,0.0
749,CHAC1,0.0
748,EPS8L1,0.0
746,KLRC3,0.0
743,CLEC2D,0.0
835,ABCB5,0.0
838,PHLDA1,0.0
973,RHOB,0.0
920,BPIFB2,0.0
930,TRAV8-3,0.0
929,DEGS2,0.0
928,MNS1,0.0
927,AL161431.1,0.0
926,CDHR4,0.0
925,SLC1A2,0.0
924,SCGB2A1,0.0
922,HSPD1,0.0
921,CCDC74A,0.0
919,CAPN14,0.0
49,CDC20B,0.0
918,S1PR5,0.0
917,CXCR3,0.0
916,FTL,0.0
915,Z82244.2,0.0
914,CMTM2,0.0
913,ANXA3,0.0
912,RASD1,0.0
911,CTSB,0.0
909,LINC02195,0.0
931,SCG5,0.0
933,SLC25A37,0.0
934,LIVAR,0.0
936,NEURL3,0.0
967,PRSS8,0.0
965,KLRF1,0.0
963,RGL4,0.0
960,NFE4,0.0
957,MUC13,0.0
956,GCHFR,0.0
955,HYDIN,0.0
954,SLC40A1,0.0
951,CD70,0.0
948,DOPEY2,0.0
947,PPP1R15A,0.0
44,KRT4,0.0
944,MIR503HG,0.0
943,NINJ1,0.0
942,FCRL5,0.0
941,PPIL6,0.0
940,SYT16,0.0
938,IGFBP6,0.0
937,FABP5,0.0
908,LEP,0.0
907,FAM81B,0.0
906,ZFP36,0.0
873,HIST1H4H,0.0
47,CRYAB,0.0
870,KIR3DL2,0.0
869,ITGA1,0.0
868,DOC2A,0.0
867,GPR25,0.0
866,FOS,0.0
864,CARD17,0.0
863,CTSK,0.0
862,IRF4,0.0
861,CD96,0.0
860,IGHV3-73,0.0
857,CCDC33,0.0
855,GADD45B,0.0
854,GRAMD2B,0.0
853,IGLV10-54,0.0
852,RGS16,0.0
851,CD52,0.0
849,FCRL4,0.0
846,SDCBP2,0.0
872,PLPP2,0.0
874,SELENOP,0.0
905,SPATA18,0.0
877,CFAP73,0.0
904,KLK7,0.0
903,RGCC,0.0
902,KIR2DL4,0.0
900,SPAG17,0.0
46,CCL18,0.0
897,IGLV3-10,0.0
896,ACTB,0.0
895,ITM2A,0.0
894,LINC00659,0.0
893,RGS13,0.0
892,ENKUR,0.0
890,SH2D2A,0.0
889,STATH,0.0
888,LRRC23,0.0
887,PPL,0.0
885,ARMC3,0.0
884,RDH10,0.0
883,SPINK2,0.0
880,GALNT5,0.0
1998,BX284668.6,0.0
